property1,section,ticket,type,price,lat,lon
Beatrix Potter Gallery and Hawkshead,Whole property,Child,Standard,3.25,54.373798,-2.99525
Belton House,House and Grounds,Family,Gift aid,45.6,52.944901,-0.6137
Belton House,House and Grounds,Family,Standard,41.4,52.944901,-0.6137
Belton House,Grounds only,Family,Gift aid,35.5,52.944901,-0.6137
Belton House,Grounds only,Family,Standard,32.2,52.944901,-0.6137
Belton House,Grounds only: Winter,Family,Gift aid,25.45,52.944901,-0.6137
Belton House,Grounds only: Winter,Family,Standard,23.1,52.944901,-0.6137
Belton House,House and Grounds,Adult,Gift aid,17.3,52.944901,-0.6137
Belton House,House and Grounds,Adult,Standard,15.7,52.944901,-0.6137
Belton House,House and Grounds,Group Adult,Standard,14.1,52.944901,-0.6137
Belton House,Grounds only,Adult,Gift aid,13.2,52.944901,-0.6137
Belton House,Grounds only,Adult,Standard,12,52.944901,-0.6137
Belton House,House and Grounds,Child,Gift aid,11,52.944901,-0.6137
Belton House,Grounds only,Group Adult,Standard,10.8,52.944901,-0.6137
Belton House,Below Stairs ticketed tours ,Family,Standard,10.2,52.944901,-0.6137
Belton House,House and Grounds,Child,Standard,10,52.944901,-0.6137
Belton House,Grounds only: Winter,Adult,Gift aid,9.3,52.944901,-0.6137
Belton House,Grounds only,Child,Gift aid,9.1,52.944901,-0.6137
Belton House,House and Grounds,Group Child,Standard,9,52.944901,-0.6137
Belton House,Grounds only: Winter,Adult,Standard,8.4,52.944901,-0.6137
Belton House,Grounds only,Child,Standard,8.2,52.944901,-0.6137
Belton House,Grounds only: Winter,Group Adult,Standard,7.6,52.944901,-0.6137
Belton House,Grounds only,Group Child,Standard,7.4,52.944901,-0.6137
Belton House,Grounds only: Winter,Child,Gift aid,7,52.944901,-0.6137
Belton House,Grounds only: Winter,Child,Standard,6.3,52.944901,-0.6137
Belton House,Grounds only: Winter,Group Child,Standard,5.7,52.944901,-0.6137
Belton House,Below Stairs ticketed tours ,Adult,Standard,4,52.944901,-0.6137
Belton House,Below Stairs ticketed tours ,Child,Standard,2.2,52.944901,-0.6137
Bembridge Fort and Downs,Fort,Adult,Standard,4.5,50.671156,-1.11801
Bembridge Fort and Downs,Fort,Child,Standard,2.25,50.671156,-1.11801
Bembridge Windmill,Whole property,Family,Gift aid,16,50.68551,-1.09474
Bembridge Windmill,Whole property,Family,Standard,14.5,50.68551,-1.09474
Bembridge Windmill,Whole property,Adult,Gift aid,6.4,50.68551,-1.09474
Bembridge Windmill,Whole property,Adult,Standard,5.8,50.68551,-1.09474
Bembridge Windmill,Whole property,Group Adult,Standard,5.2,50.68551,-1.09474
Bembridge Windmill,Whole property,Child,Gift aid,3.2,50.68551,-1.09474
Bembridge Windmill,Whole property,Child,Standard,2.9,50.68551,-1.09474
Bembridge Windmill,Whole property,Group Child,Standard,2.6,50.68551,-1.09474
"Beningbrough Hall, Gallery and Gardens",Whole property,Family,Gift aid,34.5,54.022099,-1.21315
"Beningbrough Hall, Gallery and Gardens",Whole property,Family,Standard,31.25,54.022099,-1.21315
"Beningbrough Hall, Gallery and Gardens",Winter,Family,Gift aid,20,54.022099,-1.21315
"Beningbrough Hall, Gallery and Gardens",Winter,Family,Standard,18,54.022099,-1.21315
"Beningbrough Hall, Gallery and Gardens",Whole property,Adult,Gift aid,13.8,54.022099,-1.21315
"Beningbrough Hall, Gallery and Gardens",Whole property,Adult,Standard,12.5,54.022099,-1.21315
"Beningbrough Hall, Gallery and Gardens",Whole property,Group Adult,Standard,10.8,54.022099,-1.21315
"Beningbrough Hall, Gallery and Gardens",Winter,Adult,Gift aid,8,54.022099,-1.21315
"Beningbrough Hall, Gallery and Gardens",Winter,Adult,Standard,7.2,54.022099,-1.21315
"Beningbrough Hall, Gallery and Gardens",Whole property,Child,Gift aid,6.9,54.022099,-1.21315
"Beningbrough Hall, Gallery and Gardens",Whole property,Child,Standard,6.25,54.022099,-1.21315
"Beningbrough Hall, Gallery and Gardens",Winter,Group Adult,Standard,6.2,54.022099,-1.21315
"Beningbrough Hall, Gallery and Gardens",Whole property,Group Child,Standard,5.4,54.022099,-1.21315
"Beningbrough Hall, Gallery and Gardens",Winter,Child,Gift aid,4,54.022099,-1.21315
"Beningbrough Hall, Gallery and Gardens",Winter,Child,Standard,3.6,54.022099,-1.21315
"Beningbrough Hall, Gallery and Gardens",Winter,Group Child,Standard,3.1,54.022099,-1.21315
Benthall Hall,Whole property,Family,Standard,17.3,52.6208,-2.50303
Benthall Hall,February,Family,Standard,11.3,52.6208,-2.50303
Benthall Hall,Whole property,Adult,Standard,7,52.6208,-2.50303
Benthall Hall,February,Adult,Standard,4.5,52.6208,-2.50303
Benthall Hall,Whole property,Child,Standard,3.5,52.6208,-2.50303
Benthall Hall,February,Child,Standard,2.3,52.6208,-2.50303
Berrington Hall,Whole property,Family,Gift aid,28.75,52.269501,-2.71427
Berrington Hall,Whole property,Family,Standard,25.85,52.269501,-2.71427
Berrington Hall,Whole property,Family with 1 adult,Gift aid,17.25,52.269501,-2.71427
Berrington Hall,Whole property,Family with 1 adult,Standard,15.5,52.269501,-2.71427
Berrington Hall,Whole property,Adult,Gift aid,11.5,52.269501,-2.71427
Berrington Hall,Whole property,Adult,Standard,10.35,52.269501,-2.71427
Berrington Hall,Whole property,Group Adult,Standard,9,52.269501,-2.71427
Berrington Hall,Whole property,Child,Gift aid,5.75,52.269501,-2.71427
Berrington Hall,Whole property,Child,Standard,5.15,52.269501,-2.71427
Berrington Hall,Whole property,Group Child,Standard,4.7,52.269501,-2.71427
Biddulph Grange Garden,Whole property,Family,Gift aid,25,53.129601,-2.15629
Biddulph Grange Garden,Whole property,Family,Standard,22.7,53.129601,-2.15629
Biddulph Grange Garden,Whole property,Adult,Gift aid,10,53.129601,-2.15629
Biddulph Grange Garden,Whole property,Adult,Standard,9.05,53.129601,-2.15629
Biddulph Grange Garden,Whole property,Group Adult,Standard,8.2,53.129601,-2.15629
Biddulph Grange Garden,Whole property,Child,Gift aid,5,53.129601,-2.15629
Biddulph Grange Garden,Whole property,Child,Standard,4.5,53.129601,-2.15629
Birmingham Back to Backs,Whole property,Family,Gift aid,20.95,52.473999,-1.8963
Birmingham Back to Backs,Whole property,Family,Standard,19,52.473999,-1.8963
Birmingham Back to Backs,Whole property,Adult,Gift aid,9.55,52.473999,-1.8963
Birmingham Back to Backs,Whole property,Adult,Standard,8.65,52.473999,-1.8963
Birmingham Back to Backs,Whole property,Group Adult,Standard,8.05,52.473999,-1.8963
Birmingham Back to Backs,Whole property,Child,Gift aid,5.8,52.473999,-1.8963
Birmingham Back to Backs,Whole property,Child,Standard,5.25,52.473999,-1.8963
Birmingham Back to Backs,Whole property,Group Child,Standard,5.2,52.473999,-1.8963
Blickling Estate,Whole property,Family,Gift aid,39.85,52.812,1.23139
Blickling Estate,Whole property,Family,Standard,35.95,52.812,1.23139
Blickling Estate,Whole property | Winter pricing,Family,Gift aid,27.5,52.812,1.23139
Blickling Estate,Whole property | Winter pricing,Family,Standard,24.75,52.812,1.23139
Blickling Estate,Whole property,1 adult and up to 3 children,Gift aid,23.9,52.812,1.23139
Blickling Estate,Whole property,1 adult and up to 3 children,Standard,21.5,52.812,1.23139
Blickling Estate,Whole property | Winter pricing,1 adult and up to 3 children,Gift aid,16.5,52.812,1.23139
Blickling Estate,Whole property,Adult,Gift aid,15.95,52.812,1.23139
Blickling Estate,Whole property | Winter pricing,1 adult and up to 3 children,Standard,14.85,52.812,1.23139
Blickling Estate,Whole property,Adult,Standard,14.35,52.812,1.23139
Blickling Estate,Whole property,Group Adult,Standard,13.5,52.812,1.23139
Blickling Estate,Whole property | Winter pricing,Adult,Gift aid,11,52.812,1.23139
Blickling Estate,Whole property | Winter pricing,Adult,Standard,9.95,52.812,1.23139
Blickling Estate,Whole property | Winter pricing,Group Adult,Standard,9.3,52.812,1.23139
Blickling Estate,Whole property,Child,Gift aid,7.95,52.812,1.23139
Blickling Estate,Whole property,Child,Standard,7.2,52.812,1.23139
Blickling Estate,Whole property,Group Child,Standard,6.75,52.812,1.23139
Blickling Estate,Whole property | Winter pricing,Group Child,Standard,6.75,52.812,1.23139
Blickling Estate,Whole property | Winter pricing,Child,Gift aid,5.5,52.812,1.23139
Blickling Estate,Whole property | Winter pricing,Child,Standard,4.95,52.812,1.23139
Boarstall Duck Decoy,Whole property,Family,Standard,12.5,51.828999,-1.09014
Boarstall Duck Decoy,Whole property,Adult,Standard,5,51.828999,-1.09014
Boarstall Duck Decoy,Whole property,Child,Standard,2.5,51.828999,-1.09014
Bodiam Castle,Whole property,Family,Gift aid,27,51.000099,0.54741
Bodiam Castle,Offer tickets - K&ESR,Family,Gift aid,24.75,51.000099,0.54741
Bodiam Castle,Whole property,Family,Standard,24.5,51.000099,0.54741
Bodiam Castle,Offer tickets - K&ESR,Family,Standard,22.5,51.000099,0.54741
Bodiam Castle,Whole property,Adult,Gift aid,10.8,51.000099,0.54741
Bodiam Castle,Offer tickets - K&ESR,Adult,Gift aid,9.9,51.000099,0.54741
Bodiam Castle,Whole property,Adult,Standard,9.8,51.000099,0.54741
Bodiam Castle,Whole property,Group Adult,Standard,9.3,51.000099,0.54741
Bodiam Castle,Offer tickets - K&ESR,Adult,Standard,9,51.000099,0.54741
Bodiam Castle,Whole property,Child,Gift aid,5.4,51.000099,0.54741
Bodiam Castle,Offer tickets - K&ESR,Child,Gift aid,4.95,51.000099,0.54741
Bodiam Castle,Whole property,Child,Standard,4.9,51.000099,0.54741
Bodiam Castle,Whole property,Group Child,Standard,4.65,51.000099,0.54741
Bodiam Castle,Offer tickets - K&ESR,Child,Standard,4.5,51.000099,0.54741
Bodnant Garden,Whole property,Adult,Gift aid,14.6,53.236099,-3.79996
Bodnant Garden,Whole property,Adult,Standard,13.2,53.236099,-3.79996
Bodnant Garden,Whole property,Group Adult,Standard,12.5,53.236099,-3.79996
Bodnant Garden,Whole property,Child,Gift aid,7.3,53.236099,-3.79996
Bodnant Garden,Whole property,Child,Standard,6.6,53.236099,-3.79996
Bodnant Garden,Whole property,Group Child,Standard,6.6,53.236099,-3.79996
Bourne Mill,Adult,Adult,Standard,3.75,51.875999,0.91378
Bourne Mill,Adult,Child,Standard,1.9,51.875999,0.91378
Bradley,Whole property,Family,Gift aid,19.6,50.5256,-3.62486
Bradley,Whole property,Family,Standard,17.75,50.5256,-3.62486
Bradley,Whole property,Family with 1 adult,Gift aid,11.8,50.5256,-3.62486
Bradley,Whole property,Family with 1 adult,Standard,10.65,50.5256,-3.62486
Bradley,Whole property,Adult,Gift aid,7.9,50.5256,-3.62486
Bradley,Whole property,Adult,Standard,7.1,50.5256,-3.62486
Bradley,Whole property,Group Adult,Standard,6.7,50.5256,-3.62486
Bradley,Whole property,Child,Gift aid,4,50.5256,-3.62486
Bradley,Whole property,Child,Standard,3.55,50.5256,-3.62486
Bradley,Whole property,Group Child,Standard,3.4,50.5256,-3.62486
Branscombe,Manor Mill,Adult,Standard,3.5,50.6922,-3.13646
Branscombe,Manor Mill,Child,Standard,1.75,50.6922,-3.13646
Brockhampton Estate,Whole property,Family,Gift aid,23.75,52.1991,-2.4569
Brockhampton Estate,Whole property,Family,Standard,21.3,52.1991,-2.4569
Brockhampton Estate,Whole property,Family with 1 adult,Gift aid,19,52.1991,-2.4569
Brockhampton Estate,Whole property,Family with 1 adult,Standard,17.1,52.1991,-2.4569
Brockhampton Estate,Estate only,Family,Gift aid,16.5,52.1991,-2.4569
Brockhampton Estate,Estate only,Family,Standard,14.85,52.1991,-2.4569
Brockhampton Estate,Estate only,Family with 1 adult,Gift aid,13.2,52.1991,-2.4569
Brockhampton Estate,Estate only,Family with 1 adult,Standard,11.85,52.1991,-2.4569
Brockhampton Estate,Whole property,Adult,Gift aid,9.5,52.1991,-2.4569
Brockhampton Estate,Whole property,Adult,Standard,8.55,52.1991,-2.4569
Brockhampton Estate,Whole property,Group Adult,Standard,7.8,52.1991,-2.4569
Brockhampton Estate,Estate only,Adult,Gift aid,6.6,52.1991,-2.4569
Brockhampton Estate,Estate only,Adult,Standard,5.9,52.1991,-2.4569
Brockhampton Estate,Whole property,Child,Gift aid,4.75,52.1991,-2.4569
Brockhampton Estate,Estate only,Group Adult,Standard,4.3,52.1991,-2.4569
Brockhampton Estate,Whole property,Child,Standard,4.25,52.1991,-2.4569
Brockhampton Estate,Whole property,Group Child,Standard,3.9,52.1991,-2.4569
Brockhampton Estate,Estate only,Child,Gift aid,3.3,52.1991,-2.4569
Brockhampton Estate,Estate only,Child,Standard,2.95,52.1991,-2.4569
Brockhampton Estate,Estate only,Group Child,Standard,2.15,52.1991,-2.4569
Brownsea Island,Whole property,Family,Gift aid,20,50.6884,-1.95622
Brownsea Island,Whole property,Family,Standard,18,50.6884,-1.95622
Brownsea Island,Whole property,Family with 1 adult,Gift aid,12,50.6884,-1.95622
Brownsea Island,Whole property,Family with 1 adult,Standard,10.8,50.6884,-1.95622
Brownsea Island,Whole property,Adult,Gift aid,8,50.6884,-1.95622
Brownsea Island,Whole property,Adult,Standard,7.2,50.6884,-1.95622
Brownsea Island,Whole property,Group Adult,Standard,6.4,50.6884,-1.95622
Brownsea Island,Whole property,Child,Gift aid,4,50.6884,-1.95622
Brownsea Island,Whole property,Child,Standard,3.6,50.6884,-1.95622
Brownsea Island,Whole property,Group Child,Standard,3.2,50.6884,-1.95622
Buckland Abbey,"House, garden and estate (Feb - Oct)",Family,Gift aid,31.9,50.481098,-4.13074
Buckland Abbey,"House, garden and estate (Feb - Oct)",Family,Standard,29,50.481098,-4.13074
Buckland Abbey,"House, garden and estate (Jan - Feb 10)",Family,Gift aid,22,50.481098,-4.13074
Buckland Abbey,"House, garden and estate (Jan - Feb 10)",Family,Standard,20,50.481098,-4.13074
Buckland Abbey,"House, garden and estate (Feb - Oct)",Family with 1 adult,Gift aid,19.2,50.481098,-4.13074
Buckland Abbey,"House, garden and estate (Feb - Oct)",Family with 1 adult,Standard,17.4,50.481098,-4.13074
Buckland Abbey,"House, garden and estate (Jan - Feb 10)",Family with 1 adult,Gift aid,13.2,50.481098,-4.13074
Buckland Abbey,"House, garden and estate (Feb - Oct)",Adult,Gift aid,12.8,50.481098,-4.13074
Buckland Abbey,"House, garden and estate (Jan - Feb 10)",Family with 1 adult,Standard,12,50.481098,-4.13074
Buckland Abbey,"House, garden and estate (Feb - Oct)",Adult,Standard,11.55,50.481098,-4.13074
Buckland Abbey,"House, garden and estate (Feb - Oct)",Group Adult,Standard,10.8,50.481098,-4.13074
Buckland Abbey,"House, garden and estate (Jan - Feb 10)",Adult,Gift aid,8.8,50.481098,-4.13074
Buckland Abbey,"House, garden and estate (Jan - Feb 10)",Adult,Standard,8,50.481098,-4.13074
Buckland Abbey,"House, garden and estate (Feb - Oct)",Child,Gift aid,6.4,50.481098,-4.13074
Buckland Abbey,"House, garden and estate (Feb - Oct)",Child,Standard,5.8,50.481098,-4.13074
Buckland Abbey,"House, garden and estate (Feb - Oct)",Group Child,Standard,5.4,50.481098,-4.13074
Buckland Abbey,"House, garden and estate (Jan - Feb 10)",Child,Gift aid,4.4,50.481098,-4.13074
Buckland Abbey,"House, garden and estate (Jan - Feb 10)",Child,Standard,4,50.481098,-4.13074
Buscot Old Parsonage,Whole property,Family,Standard,10,51.679798,-1.66544
Buscot Old Parsonage,Whole property,Adult,Standard,4,51.679798,-1.66544
Buscot Old Parsonage,Whole property,Child,Standard,2,51.679798,-1.66544
Buscot Park,Whole property,Adult,Standard,10,51.6703,-1.64498
Buscot Park,Whole property,Over 65s,Standard,8,51.6703,-1.64498
Buscot Park,Grounds only,Adult,Standard,7,51.6703,-1.64498
Buscot Park,Whole property,Child,Standard,5,51.6703,-1.64498
Buscot Park,Grounds only,Over 65s,Standard,5,51.6703,-1.64498
Buscot Park,Grounds only,Child,Standard,3.5,51.6703,-1.64498
Calke Abbey,Whole property,Family,Gift aid,38.75,52.808253,-1.472834
Calke Abbey,Whole property,Family,Standard,35.2,52.808253,-1.472834
Calke Abbey,"Garden, stables and park only",Family,Gift aid,25.5,52.808253,-1.472834
Calke Abbey,"Garden, stables and park only",Family,Standard,23.2,52.808253,-1.472834
Calke Abbey,Whole property,Adult,Gift aid,15.5,52.808253,-1.472834
Calke Abbey,Whole property,Adult,Standard,14.1,52.808253,-1.472834
Calke Abbey,Whole property,Group Adult,Standard,13,52.808253,-1.472834
Calke Abbey,"Garden, stables and park only",Adult,Gift aid,10.2,52.808253,-1.472834
Calke Abbey,Park only,Family,Standard,9.5,52.808253,-1.472834
Calke Abbey,"Garden, stables and park only",Adult,Standard,9.2,52.808253,-1.472834
Calke Abbey,"Garden, stables and park only",Group Adult,Standard,8.45,52.808253,-1.472834
Calke Abbey,Whole property,Child,Gift aid,7.75,52.808253,-1.472834
Calke Abbey,Whole property,Child,Standard,7.05,52.808253,-1.472834
Calke Abbey,Whole property,Group Child,Standard,6.5,52.808253,-1.472834
Calke Abbey,"Garden, stables and park only",Child,Gift aid,5.1,52.808253,-1.472834
Calke Abbey,"Garden, stables and park only",Child,Standard,4.65,52.808253,-1.472834
Calke Abbey,"Garden, stables and park only",Group Child,Standard,4.2,52.808253,-1.472834
Calke Abbey,Park only,Adult,Standard,3.8,52.808253,-1.472834
Calke Abbey,Park only,Group Adult,Standard,3.25,52.808253,-1.472834
Calke Abbey,Park only,Child,Standard,1.9,52.808253,-1.472834
Calke Abbey,Park only,Group Child,Standard,1.6,52.808253,-1.472834
Canons Ashby,Whole property,Family,Gift aid,29.2,52.149502,-1.16034
Canons Ashby,Whole property,Family,Standard,26.54,52.149502,-1.16034
Canons Ashby,Gardens only,Family,Gift aid,13.3,52.149502,-1.16034
Canons Ashby,Gardens only,Family,Standard,12.09,52.149502,-1.16034
Canons Ashby,Whole property,Adult,Gift aid,11.3,52.149502,-1.16034
Canons Ashby,Whole property,Adult,Standard,10.27,52.149502,-1.16034
Canons Ashby,Whole property,Group Adult,Standard,8.5,52.149502,-1.16034
Canons Ashby,Whole property,Child,Gift aid,5.8,52.149502,-1.16034
Canons Ashby,Whole property,Child,Standard,5.27,52.149502,-1.16034
Canons Ashby,Gardens only,Adult,Gift aid,5.2,52.149502,-1.16034
Canons Ashby,Gardens only,Adult,Standard,4.72,52.149502,-1.16034
Canons Ashby,Gardens only,Group Adult,Standard,4.5,52.149502,-1.16034
Canons Ashby,Whole property,Group Child,Standard,4.25,52.149502,-1.16034
Canons Ashby,Gardens only,Child,Gift aid,2.6,52.149502,-1.16034
Canons Ashby,Gardens only,Child,Standard,2.36,52.149502,-1.16034
Canons Ashby,Gardens only,Group Child,Standard,2.25,52.149502,-1.16034
Carding Mill Valley and the Long Mynd,Coach parking charge,,Standard,15,52.5448,-2.82018
Carding Mill Valley and the Long Mynd,minibus parking charge,,Standard,12,52.5448,-2.82018
Carding Mill Valley and the Long Mynd,summer car park charge,,Standard,4.5,52.5448,-2.82018
Carding Mill Valley and the Long Mynd,winter car park charge,,Standard,3,52.5448,-2.82018
Carlyle's House,House and garden,Family,Standard,17.5,51.484326,-0.170021
Carlyle's House,House and garden,Adult,Standard,7,51.484326,-0.170021
Carlyle's House,House and garden,Child,Standard,3.5,51.484326,-0.170021
Carrick-a-Rede,Whole property,Family,Standard,20,55.236698,-6.3328
Carrick-a-Rede,Whole property,Adult,Standard,8,55.236698,-6.3328
Carrick-a-Rede,Whole property,Group Adult,Standard,6.4,55.236698,-6.3328
Carrick-a-Rede,Whole property,Child,Standard,4,55.236698,-6.3328
Carrick-a-Rede,Whole property,Group Child,Standard,3.4,55.236698,-6.3328
Castle Coole,Whole Property (Inc Guided House Tour),Family,Gift aid,25,54.335499,-7.60046
Castle Coole,Whole Property (Inc Guided House Tour),Family,Standard,22.5,54.335499,-7.60046
Castle Coole,Grounds Only,Family,Gift aid,10,54.335499,-7.60046
Castle Coole,Whole Property (Inc Guided House Tour),Adult,Gift aid,10,54.335499,-7.60046
Castle Coole,Grounds Only,Family,Standard,9,54.335499,-7.60046
Castle Coole,Whole Property (Inc Guided House Tour),Adult,Standard,9,54.335499,-7.60046
Castle Coole,Whole Property (Inc Guided House Tour),Child,Gift aid,5,54.335499,-7.60046
Castle Coole,Whole Property (Inc Guided House Tour),Group Adult,Standard,5,54.335499,-7.60046
Castle Coole,Whole Property (Inc Guided House Tour),Child,Standard,4.5,54.335499,-7.60046
Castle Coole,Grounds Only,Adult,Gift aid,4,54.335499,-7.60046
Castle Coole,Grounds Only,Adult,Standard,3.6,54.335499,-7.60046
Castle Coole,Grounds Only,Child,Gift aid,2,54.335499,-7.60046
Castle Coole,Grounds Only,Child,Standard,1.8,54.335499,-7.60046
Castle Drogo,Whole property,Family,Gift aid,31.9,50.698898,-3.80881
Castle Drogo,Whole property,Family,Standard,29,50.698898,-3.80881
Castle Drogo,Whole property,Family with 1 adult,Gift aid,19.2,50.698898,-3.80881
Castle Drogo,Whole property,Family with 1 adult,Standard,17.4,50.698898,-3.80881
Castle Drogo,Whole property,Adult,Gift aid,12.8,50.698898,-3.80881
Castle Drogo,Whole property,Adult,Standard,11.6,50.698898,-3.80881
Castle Drogo,Whole property,Group Adult,Standard,10.8,50.698898,-3.80881
Castle Drogo,Whole property,Child,Gift aid,6.4,50.698898,-3.80881
Castle Drogo,Whole property,Child,Standard,5.8,50.698898,-3.80881
Castle Drogo,Whole property,Group Child,Standard,5.4,50.698898,-3.80881
Castle Ward,Grounds and House,Family,Gift aid,23.75,54.368301,-5.58034
Castle Ward,Grounds and House,Family,Standard,21.55,54.368301,-5.58034
Castle Ward,Grounds and House,Adult,Gift aid,9.5,54.368301,-5.58034
Castle Ward,Grounds and House,Adult,Standard,8.6,54.368301,-5.58034
Castle Ward,Grounds and House,Group Adult,Standard,6.5,54.368301,-5.58034
Castle Ward,Grounds and House,Child,Gift aid,4.75,54.368301,-5.58034
Castle Ward,Grounds and House,Child,Standard,4.3,54.368301,-5.58034
Charlecote Park,"House, Parkland & Outbuildings",Family,Gift aid,31.5,52.205101,-1.62103
Charlecote Park,"House, Parkland & Outbuildings",Family,Standard,28.6,52.205101,-1.62103
Charlecote Park,Grounds & Outbuildings (Winter House Admission),Family,Gift aid,21,52.205101,-1.62103
Charlecote Park,Grounds & Outbuildings (Winter House Admission),Family,Standard,19.05,52.205101,-1.62103
Charlecote Park,"House, Parkland & Outbuildings",Adult,Gift aid,12.6,52.205101,-1.62103
Charlecote Park,"House, Parkland & Outbuildings",Adult,Standard,11.45,52.205101,-1.62103
Charlecote Park,"House, Parkland & Outbuildings",Group Adult,Standard,10,52.205101,-1.62103
Charlecote Park,Grounds & Outbuildings (Winter House Admission),Adult,Gift aid,8.4,52.205101,-1.62103
Charlecote Park,Grounds & Outbuildings (Winter House Admission),Adult,Standard,7.6,52.205101,-1.62103
Charlecote Park,Grounds & Outbuildings (Winter House Admission),Group Adult,Standard,6.7,52.205101,-1.62103
Charlecote Park,"House, Parkland & Outbuildings",Child,Gift aid,6.3,52.205101,-1.62103
Charlecote Park,"House, Parkland & Outbuildings",Child,Standard,5.7,52.205101,-1.62103
Charlecote Park,"House, Parkland & Outbuildings",Group Child,Standard,5,52.205101,-1.62103
Charlecote Park,Grounds & Outbuildings (Winter House Admission),Child,Gift aid,4.2,52.205101,-1.62103
Charlecote Park,Grounds & Outbuildings (Winter House Admission),Child,Standard,3.8,52.205101,-1.62103
Charlecote Park,Grounds & Outbuildings (Winter House Admission),Group Child,Standard,3.35,52.205101,-1.62103
Chartwell,Whole property,Family,Gift aid,40,51.2459,0.083513
Chartwell,Whole property,Family,Standard,36,51.2459,0.083513
Chartwell,Garden and studio only,Family,Gift aid,20,51.2459,0.083513
Chartwell,Garden and studio only,Family,Standard,18,51.2459,0.083513
Chartwell,Whole property,Adult,Gift aid,16,51.2459,0.083513
Chartwell,Whole property,Adult,Standard,14.4,51.2459,0.083513
Chartwell,Whole property,Group Adult,Standard,13,51.2459,0.083513
Chartwell,Whole property,Child,Gift aid,8,51.2459,0.083513
Chartwell,Garden and studio only,Adult,Gift aid,8,51.2459,0.083513
Chartwell,Whole property,Child,Standard,7.2,51.2459,0.083513
Chartwell,Garden and studio only,Adult,Standard,7.2,51.2459,0.083513
Chartwell,Whole property,Group Child,Standard,6.5,51.2459,0.083513
Chartwell,Garden and studio only,Group Adult,Standard,6.5,51.2459,0.083513
Chartwell,Garden and studio only,Child,Gift aid,4,51.2459,0.083513
Chartwell,Garden and studio only,Child,Standard,3.6,51.2459,0.083513
Chartwell,Garden and studio only,Group Child,Standard,3.25,51.2459,0.083513
Chastleton House and Garden,House and garden,Family,Gift aid,32,51.960098,-1.63895
Chastleton House and Garden,House and garden,Family,Standard,27,51.960098,-1.63895
Chastleton House and Garden,Garden only,Family,Gift aid,15,51.960098,-1.63895
Chastleton House and Garden,Garden only,Family,Standard,12.5,51.960098,-1.63895
Chastleton House and Garden,House and garden,Adult,Gift aid,12.5,51.960098,-1.63895
Chastleton House and Garden,House and garden,Group Adult,Standard,10.5,51.960098,-1.63895
Chastleton House and Garden,House and garden,Adult,Standard,10.5,51.960098,-1.63895
Chastleton House and Garden,House and garden,Child,Gift aid,7,51.960098,-1.63895
Chastleton House and Garden,House and garden,Child,Standard,6,51.960098,-1.63895
Chastleton House and Garden,Garden only,Adult,Gift aid,6,51.960098,-1.63895
Chastleton House and Garden,Garden only,Adult,Standard,5,51.960098,-1.63895
Chastleton House and Garden,Garden only,Child,Gift aid,3,51.960098,-1.63895
Chastleton House and Garden,Garden only,Child,Standard,2.5,51.960098,-1.63895
Chedworth Roman Villa,Whole property,Family,Gift aid,28.9,51.819401,-1.92295
Chedworth Roman Villa,Whole property,Family,Standard,26.25,51.819401,-1.92295
Chedworth Roman Villa,Whole property,Adult,Gift aid,11.6,51.819401,-1.92295
Chedworth Roman Villa,Whole property,Adult,Standard,10.5,51.819401,-1.92295
Chedworth Roman Villa,Whole property,Group Adult,Standard,9.8,51.819401,-1.92295
Chedworth Roman Villa,Whole property,Child,Gift aid,5.8,51.819401,-1.92295
Chedworth Roman Villa,Whole property,Child,Standard,5.25,51.819401,-1.92295
Chedworth Roman Villa,Whole property,Group Child,Standard,4.9,51.819401,-1.92295
Cherryburn,Whole property,Family,Gift aid,15.4,54.957001,-1.88361
Cherryburn,Whole property,Family,Standard,14,54.957001,-1.88361
Cherryburn,Whole property,Adult,Gift aid,6.2,54.957001,-1.88361
Cherryburn,Whole property,Adult,Standard,5.6,54.957001,-1.88361
Cherryburn,Whole property,Group Adult,Standard,5,54.957001,-1.88361
Cherryburn,Whole property,Child,Gift aid,3.1,54.957001,-1.88361
Cherryburn,Whole property,Child,Standard,2.8,54.957001,-1.88361
Cherryburn,Whole property,Group Child,Standard,2.5,54.957001,-1.88361
Chirk Castle,Whole property,Family,Gift aid,35,52.935902,-3.08353
Chirk Castle,Whole property,Family,Standard,31.5,52.935902,-3.08353
Chirk Castle,Whole property: off-peak,Family,Gift aid,17.5,52.935902,-3.08353
Chirk Castle,Whole property: off-peak,Family,Standard,15.75,52.935902,-3.08353
Chirk Castle,Whole property,Adult,Gift aid,14,52.935902,-3.08353
Chirk Castle,Whole property,Adult,Standard,12.6,52.935902,-3.08353
Chirk Castle,Whole property,Group Adult,Standard,10.7,52.935902,-3.08353
Chirk Castle,Whole property,Child,Gift aid,7,52.935902,-3.08353
Chirk Castle,Whole property: off-peak,Adult,Gift aid,7,52.935902,-3.08353
Chirk Castle,Whole property,Child,Standard,6.3,52.935902,-3.08353
Chirk Castle,Whole property: off-peak,Adult,Standard,6.3,52.935902,-3.08353
Chirk Castle,Whole property,Group Child,Standard,5.35,52.935902,-3.08353
Chirk Castle,Whole property: off-peak,Group Adult,Standard,5.35,52.935902,-3.08353
Chirk Castle,Whole property: off-peak,Child,Gift aid,3.5,52.935902,-3.08353
